ID,TYPE,SEQ,SEGMENT,ISEQ,Longitude,Latitude,REAL_TIMESTAMP,ACCURACY,USER_ID,SLICE1M,SLICE2M,SLICE5M,SLICE15M,SLICE1H,SLICE2H,GRIDX,GRIDY,HIT,HIT2,SEG_DIST,SEG_DIST_COR,SEG_SEC,SEG_MOVE,SEG_SPEED,SEG_SPEED_MAX,SEG_SPEED_COR,stay,lowspeed,walk,run
189959052,1,496,121,5,12.0840865920411,55.6199624298318,2016-06-30 21:27:00,65,7481,6302127,6302126,6302125,6302115,6302100,6302000,354,680,44,,15,0,451,0,0,0.033259423503,0,1,0,0,0
189959443,0,513,126,2,12.0838188690733,55.6199537587138,2016-06-30 21:44:45,10,7481,6302144,6302144,6302140,6302130,6302100,6302000,353,681,44,,24,0,150,0,0,0.16,0,0,1,0,0
189959479,1,514,127,1,12.0838632058805,55.6199500704274,2016-06-30 21:45:00,10,7481,6302145,6302144,6302145,6302145,6302100,6302000,353,680,44,,31,11,159,0,0.069182389937,0.194968553459,0.069182389937,0,1,0,0
189959497,1,515,127,2,12.0840376156494,55.6199456818096,2016-06-30 21:46:00,10,7481,6302146,6302146,6302145,6302145,6302100,6302000,354,680,44,,31,11,159,0,0.069182389937,0.194968553459,0.069182389937,0,1,0,0
189959503,0,516,127,3,12.0843139043041,55.6199431975152,2016-06-30 21:47:24,10,7481,6302147,6302146,6302145,6302145,6302100,6302000,356,681,44,,31,11,159,0,0.069182389937,0.194968553459,0.069182389937,0,1,0,0
189959514,1,517,128,1,12.0842423260532,55.6199225499836,2016-06-30 21:48:00,23,7481,6302148,6302148,6302145,6302145,6302100,6302000,355,680,44,,18,0,142,0,0,0.12676056338,0,1,0,0,0
189959522,0,518,128,2,12.0840547358426,55.6198625636019,2016-06-30 21:49:46,65,7481,6302149,6302148,6302145,6302145,6302100,6302000,355,680,44,10,18,0,142,0,0,0.12676056338,0,1,0,0,0
189959539,1,519,129,1,12.0840464206791,55.6198555580235,2016-06-30 21:50:00,65,7481,6302150,6302150,6302150,6302145,6302100,6302000,354,679,44,10,0,0,150,0,0,0,0,1,0,0,0
189959551,1,520,129,2,12.0840464206791,55.6198555580235,2016-06-30 21:51:00,65,7481,6302151,6302150,6302150,6302145,6302100,6302000,354,679,44,10,0,0,150,0,0,0,0,1,0,0,0
189959555,0,521,129,3,12.0840547358426,55.6198625636019,2016-06-30 21:52:16,65,7481,6302152,6302152,6302150,6302145,6302100,6302000,355,680,44,10,0,0,150,0,0,0,0,1,0,0,0
189959571,0,522,130,1,12.0810748014495,55.6206632030406,2016-06-30 22:01:18,5,7481,6302201,6302200,6302200,6302200,6302200,6302200,335,688,19,,207,137,542,1,0.252767527675,0.381918819188,0.252767527675,0,0,1,0
189959600,1,523,131,1,12.0808083557943,55.6207011641659,2016-06-30 22:02:00,17,7481,6302202,6302202,6302200,6302200,6302200,6302200,333,688,19,,85,15,209,1,0.071770334928,0.406698564593,0.071770334928,0,0,1,0
189959620,1,524,131,2,12.0804320422664,55.620764564142,2016-06-30 22:03:00,34,7481,6302203,6302202,6302200,6302200,6302200,6302200,331,688,19,,85,15,209,1,0.071770334928,0.406698564593,0.071770334928,0,0,1,0
189959626,0,525,131,3,12.0797823119034,55.6208821383644,2016-06-30 22:04:47,65,7481,6302204,6302204,6302200,6302200,6302200,6302200,327,690,19,,85,15,209,1,0.071770334928,0.406698564593,0.071770334928,0,0,1,0
189947641,1,3415,712,15,12.0827501312056,55.6136669370877,2016-07-02 18:26:00,59,32192,7021826,7021826,7021825,7021815,7021800,7021800,349,610,12,,9,0,963,0,0,0.009345794392,0,1,0,0,0
233046685,1,746,152,1,12.0974496320014,55.648771819621,2016-06-30 09:57:00,51,2348,6300957,6300956,6300955,6300945,6300900,6300800,424,1005,,,44,0,140,0,0,0.314285714285,0,0,1,0,0
233046688,1,398,83,12,12.0695137578685,55.6217307361571,2016-06-30 05:41:00,61,21338,6300541,6300540,6300540,6300530,6300500,6300400,262,696,32,,2,0,892,0,0,0.002242152466,0,1,0,0,0
233046698,1,1816,395,9,12.0819997643914,55.6134161036079,2016-06-28 00:39:00,30,16473,6280039,6280038,6280035,6280030,6280000,6280000,344,607,12,,27,0,757,0,0,0.035667107001,0,0,1,0,0
189947639,1,1756,327,2,12.0860235237756,55.61711771251,2016-06-29 17:26:00,25,16170,6291726,6291726,6291725,6291715,6291700,6291600,368,649,39,,0,0,293,0,0,0,0,1,0,0,0
189947646,1,5675,1450,1,12.0746142214777,55.6458673856832,2016-07-01 06:24:00,61,10595,7010624,7010624,7010620,7010615,7010600,7010600,282,966,,,15,0,635,0,0,0.023622047244,0,1,0,0,0
189947644,1,2321,397,1,12.0676144413902,55.6191801284879,2016-06-27 19:34:00,5,1880,6271934,6271934,6271930,6271930,6271900,6271800,251,667,32,,12,0,79,0,0,0.151898734177,0,1,0,0,0
189947652,1,3111,698,2,12.0836729049685,55.6187411787126,2016-06-29 23:57:00,8,4318,6292357,6292356,6292355,6292345,6292300,6292200,352,667,39,,144,129,406,1,0.317733990147,0.354679802955,0.317733990147,0,0,1,0
189947684,0,3416,712,16,12.0827723045809,55.6136740364834,2016-07-02 18:27:33,65,32192,7021827,7021826,7021825,7021815,7021800,7021800,350,611,12,,9,0,963,0,0,0.009345794392,0,1,0,0,0
189947720,0,2322,397,2,12.067643974283,55.6190939430352,2016-06-27 19:35:04,10,1880,6271935,6271934,6271935,6271930,6271900,6271800,252,667,32,,12,0,79,0,0,0.151898734177,0,1,0,0,0
189947737,1,3112,698,3,12.0840065638447,55.6187417733461,2016-06-29 23:58:00,7,4318,6292358,6292358,6292355,6292345,6292300,6292200,354,667,44,,144,129,406,1,0.317733990147,0.354679802955,0.317733990147,0,0,1,0
189947747,0,3417,713,1,12.0826733981176,55.6137402535224,2016-07-02 18:28:06,65,32192,7021828,7021828,7021825,7021815,7021800,7021800,349,611,12,,9,0,33,0,0,0.272727272727,0,1,0,0,0
189947756,1,5676,1450,2,12.0746135179098,55.645858413161,2016-07-01 06:25:00,56,10595,7010625,7010624,7010625,7010615,7010600,7010600,282,966,,,15,0,635,0,0,0.023622047244,0,1,0,0,0
189947761,1,1757,327,3,12.0860235237756,55.61711771251,2016-06-29 17:27:00,36,16170,6291727,6291726,6291725,6291715,6291700,6291600,368,649,39,,0,0,293,0,0,0,0,1,0,0,0
189947763,1,3113,698,4,12.0843560776386,55.6187419680601,2016-06-29 23:59:00,7,4318,6292359,6292358,6292355,6292345,6292300,6292200,357,667,44,,144,129,406,1,0.317733990147,0.354679802955,0.317733990147,0,0,1,0
189947767,1,2323,398,1,12.067639139395,55.6190896085816,2016-06-27 19:36:00,20,1880,6271936,6271936,6271935,6271930,6271900,6271800,251,666,32,,0,0,287,0,0,0,0,1,0,0,0
233046701,1,747,152,2,12.0977257491808,55.6488457558482,2016-06-30 09:58:00,58,2348,6300958,6300958,6300955,6300945,6300900,6300800,426,1006,,,44,0,140,0,0,0.314285714285,0,0,1,0,0
233046705,0,748,152,3,12.0980191549968,55.6489284909623,2016-06-30 09:59:03,65,2348,6300959,6300958,6300955,6300945,6300900,6300800,428,1007,,,44,0,140,0,0,0.314285714285,0,0,1,0,0
233046720,0,749,153,1,12.0976453220931,55.6489556483302,2016-06-30 10:00:38,65,2348,6301000,6301000,6301000,6301000,6301000,6301000,426,1007,,,23,0,95,0,0,0.242105263157,0,0,1,0,0
233046738,1,1817,395,10,12.0819522059085,55.6134172996461,2016-06-28 00:40:00,25,16473,6280040,6280040,6280040,6280030,6280000,6280000,344,607,12,,27,0,757,0,0,0.035667107001,0,0,1,0,0
233046739,1,399,83,13,12.0695137578685,55.6217307361571,2016-06-30 05:42:00,62,21338,6300542,6300542,6300540,6300530,6300500,6300400,262,696,32,,2,0,892,0,0,0.002242152466,0,1,0,0,0
233046737,1,750,154,1,12.097622478847,55.6489472575289,2016-06-30 10:01:00,65,2348,6301001,6301000,6301000,6301000,6301000,6301000,425,1007,,,11,0,351,0,0,0.031339031339,0,1,0,0,0
233046765,1,751,154,2,12.0975907449592,55.648948059263,2016-06-30 10:02:00,65,2348,6301002,6301002,6301000,6301000,6301000,6301000,425,1007,,,11,0,351,0,0,0.031339031339,0,1,0,0,0
233046768,1,1818,395,11,12.0819197958685,55.6134091244863,2016-06-28 00:41:00,21,16473,6280041,6280040,6280040,6280030,6280000,6280000,344,607,12,,27,0,757,0,0,0.035667107001,0,0,1,0,0
249120420,1,545,72,6,12.0895364864561,55.6171460766281,2016-06-26 22:27:00,5,26307,6262227,6262226,6262225,6262215,6262200,6262200,390,651,39,20,4,0,850,0,0,0.004705882352,0,1,0,0,0
249120425,1,546,72,7,12.0895364864561,55.6171460766281,2016-06-26 22:28:00,5,26307,6262228,6262228,6262225,6262215,6262200,6262200,390,651,39,20,4,0,850,0,0,0.004705882352,0,1,0,0,0
249120430,1,547,72,8,12.0895364864561,55.6171460766281,2016-06-26 22:29:00,5,26307,6262229,6262228,6262225,6262215,6262200,6262200,390,651,39,20,4,0,850,0,0,0.004705882352,0,1,0,0,0
249120436,1,548,72,9,12.0895206322365,55.6171464763012,2016-06-26 22:30:00,5,26307,6262230,6262230,6262230,6262230,6262200,6262200,390,651,39,20,4,0,850,0,0,0.004705882352,0,1,0,0,0
249120442,1,549,72,10,12.0895206322365,55.6171464763012,2016-06-26 22:31:00,5,26307,6262231,6262230,6262230,6262230,6262200,6262200,390,651,39,20,4,0,850,0,0,0.004705882352,0,1,0,0,0
249120448,1,550,72,11,12.0895206322365,55.6171464763012,2016-06-26 22:32:00,5,26307,6262232,6262232,6262230,6262230,6262200,6262200,390,651,39,20,4,0,850,0,0,0.004705882352,0,1,0,0,0
249120453,1,551,72,12,12.0895047780164,55.6171468759721,2016-06-26 22:33:00,5,26307,6262233,6262232,6262230,6262230,6262200,6262200,390,651,39,20,4,0,850,0,0,0.004705882352,0,1,0,0,0
249120457,1,552,72,13,12.0895047780164,55.6171468759721,2016-06-26 22:34:00,5,26307,6262234,6262234,6262230,6262230,6262200,6262200,390,651,39,20,4,0,850,0,0,0.004705882352,0,1,0,0,0
249120458,0,553,72,14,12.0895024703146,55.6171565498207,2016-06-26 22:35:57,5,26307,6262235,6262234,6262235,6262230,6262200,6262200,390,651,39,20,4,0,850,0,0,0.004705882352,0,1,0,0,0
249120463,1,554,73,1,12.0895054842298,55.6171558484109,2016-06-26 22:36:00,5,26307,6262236,6262236,6262235,6262230,6262200,6262200,390,651,39,20,9,0,95,0,0,0.094736842105,0,1,0,0,0
249120464,0,555,73,2,12.0896441244867,55.6171426358606,2016-06-26 22:37:32,5,26307,6262237,6262236,6262235,6262230,6262200,6262200,391,651,39,20,9,0,95,0,0,0.094736842105,0,1,0,0,0
249120469,1,556,74,1,12.0896316117656,55.6171436785472,2016-06-26 22:38:00,5,26307,6262238,6262238,6262235,6262230,6262200,6262200,391,651,39,20,8,0,902,0,0,0.0088691796,0,1,0,0,0
249120473,1,557,74,2,12.0896316117656,55.6171436785472,2016-06-26 22:39:00,5,26307,6262239,6262238,6262235,6262230,6262200,6262200,391,651,39,20,8,0,902,0,0,0.0088691796,0,1,0,0,0
249120477,1,558,74,3,12.0896157575484,55.6171440782324,2016-06-26 22:40:00,5,26307,6262240,6262240,6262240,6262230,6262200,6262200,390,651,39,20,8,0,902,0,0,0.0088691796,0,1,0,0,0
249120481,1,559,74,4,12.0896157575484,55.6171440782324,2016-06-26 22:41:00,5,26307,6262241,6262240,6262240,6262230,6262200,6262200,390,651,39,20,8,0,902,0,0,0.0088691796,0,1,0,0,0
174012974,0,4388,260,1,12.0745955899117,55.6193448972311,2016-07-01 19:38:38,31,32908,7011938,7011938,7011935,7011930,7011900,7011800,295,671,15,,112,73,4625,1,0.015783783783,0.024216216216,0.015783783783,0,0,1,0
174013014,1,4389,261,1,12.0745850597543,55.6193380964467,2016-07-01 19:39:00,30,32908,7011939,7011938,7011935,7011930,7011900,7011800,295,671,15,,4,0,949,0,0,0.004214963119,0,1,0,0,0
174013048,1,4390,261,2,12.0745857626182,55.6193470690082,2016-07-01 19:40:00,28,32908,7011940,7011940,7011940,7011930,7011900,7011800,295,671,15,,4,0,949,0,0,0.004214963119,0,1,0,0,0
174013083,1,4391,261,3,12.0745857626182,55.6193470690082,2016-07-01 19:41:00,26,32908,7011941,7011940,7011940,7011930,7011900,7011800,295,671,15,,4,0,949,0,0,0.004214963119,0,1,0,0,0
174013117,1,4392,261,4,12.0745857626182,55.6193470690082,2016-07-01 19:42:00,25,32908,7011942,7011942,7011940,7011930,7011900,7011800,295,671,15,,4,0,949,0,0,0.004214963119,0,1,0,0,0
174013159,1,4393,261,5,12.0745857626182,55.6193470690082,2016-07-01 19:43:00,23,32908,7011943,7011942,7011940,7011930,7011900,7011800,295,671,15,,4,0,949,0,0,0.004214963119,0,1,0,0,0
174013176,1,4394,261,6,12.0745864654825,55.6193560415697,2016-07-01 19:44:00,21,32908,7011944,7011944,7011940,7011930,7011900,7011800,295,671,15,,4,0,949,0,0,0.004214963119,0,1,0,0,0
174013186,1,4395,261,7,12.0745864654825,55.6193560415697,2016-07-01 19:45:00,20,32908,7011945,7011944,7011945,7011945,7011900,7011800,295,671,15,,4,0,949,0,0,0.004214963119,0,1,0,0,0
174013206,1,4396,261,8,12.0745864654825,55.6193560415697,2016-07-01 19:46:00,18,32908,7011946,7011946,7011945,7011945,7011900,7011800,295,671,15,,4,0,949,0,0,0.004214963119,0,1,0,0,0
174013212,1,4397,261,9,12.0745864654825,55.6193560415697,2016-07-01 19:47:00,16,32908,7011947,7011946,7011945,7011945,7011900,7011800,295,671,15,,4,0,949,0,0,0.004214963119,0,1,0,0,0
249120912,1,1280,267,1,12.0913440758297,55.6132706488812,2016-06-29 03:10:00,65,30335,6290310,6290310,6290310,6290300,6290300,6290200,403,608,7,19,0,0,227,0,0,0,0,1,0,0,0
249120916,1,1281,267,2,12.0913440758297,55.6132706488812,2016-06-29 03:11:00,65,30335,6290311,6290310,6290310,6290300,6290300,6290200,403,608,7,19,0,0,227,0,0,0,0,1,0,0,0
249120920,1,1282,267,3,12.0913440758297,55.6132706488812,2016-06-29 03:12:00,65,30335,6290312,6290312,6290310,6290300,6290300,6290200,403,608,7,19,0,0,227,0,0,0,0,1,0,0,0
249120921,0,1283,267,4,12.0913515182645,55.6132742196783,2016-06-29 03:13:30,65,30335,6290313,6290312,6290310,6290300,6290300,6290200,404,609,7,19,0,0,227,0,0,0,0,1,0,0,0
249120925,1,1284,268,1,12.0913282232006,55.6132710487696,2016-06-29 03:14:00,59,30335,6290314,6290314,6290310,6290300,6290300,6290200,403,608,7,19,5,0,301,0,0,0.016611295681,0,1,0,0,0
249120929,1,1285,268,2,12.0913116640478,55.6132624762267,2016-06-29 03:15:00,47,30335,6290315,6290314,6290315,6290315,6290300,6290200,403,608,7,19,5,0,301,0,0,0.016611295681,0,1,0,0,0
249120933,1,1286,268,3,12.0912951049021,55.6132539036814,2016-06-29 03:16:00,35,30335,6290316,6290316,6290315,6290315,6290300,6290200,403,608,7,19,5,0,301,0,0,0.016611295681,0,1,0,0,0
249120937,1,1287,268,4,12.0912792522791,55.6132543035634,2016-06-29 03:17:00,23,30335,6290317,6290316,6290315,6290315,6290300,6290200,403,608,7,19,5,0,301,0,0,0.016611295681,0,1,0,0,0
249120938,0,1288,268,5,12.0912670286755,55.6132494092434,2016-06-29 03:18:31,5,30335,6290318,6290318,6290315,6290315,6290300,6290200,403,608,7,19,5,0,301,0,0,0.016611295681,0,1,0,0,0
249120944,1,1289,269,1,12.0912626931439,55.6132457310136,2016-06-29 03:19:00,10,30335,6290319,6290318,6290315,6290315,6290300,6290200,403,608,7,19,0,0,300,0,0,0,0,1,0,0,0
249120948,1,1290,269,2,12.0912626931439,55.6132457310136,2016-06-29 03:20:00,22,30335,6290320,6290320,6290320,6290315,6290300,6290200,403,608,7,19,0,0,300,0,0,0,0,1,0,0,0
249120952,1,1291,269,3,12.0912626931439,55.6132457310136,2016-06-29 03:21:00,34,30335,6290321,6290320,6290320,6290315,6290300,6290200,403,608,7,19,0,0,300,0,0,0,0,1,0,0,0
249120959,1,1292,269,4,12.0912626931439,55.6132457310136,2016-06-29 03:22:00,46,30335,6290322,6290322,6290320,6290315,6290300,6290200,403,608,7,19,0,0,300,0,0,0,0,1,0,0,0
249120960,0,1293,269,5,12.0912645141044,55.6132490739673,2016-06-29 03:23:31,65,30335,6290323,6290322,6290320,6290315,6290300,6290200,403,608,7,19,0,0,300,0,0,0,0,1,0,0,0
249120965,1,1294,270,1,12.0912468405238,55.6132461308913,2016-06-29 03:24:00,62,30335,6290324,6290324,6290320,6290315,6290300,6290200,403,608,7,19,4,0,601,0,0,0.006655574043,0,1,0,0,0
249120969,1,1295,270,2,12.0912468405238,55.6132461308913,2016-06-29 03:25:00,56,30335,6290325,6290324,6290325,6290315,6290300,6290200,403,608,7,19,4,0,601,0,0,0.006655574043,0,1,0,0,0
249120974,1,1296,270,3,12.0912309879032,55.613246530767,2016-06-29 03:26:00,50,30335,6290326,6290326,6290325,6290315,6290300,6290200,403,608,7,19,4,0,601,0,0,0.006655574043,0,1,0,0,0
249120978,1,1297,270,4,12.0912309879032,55.613246530767,2016-06-29 03:27:00,44,30335,6290327,6290326,6290325,6290315,6290300,6290200,403,608,7,19,4,0,601,0,0,0.006655574043,0,1,0,0,0
249120983,1,1298,270,5,12.091230281399,55.613237558337,2016-06-29 03:28:00,38,30335,6290328,6290328,6290325,6290315,6290300,6290200,403,608,7,19,4,0,601,0,0,0.006655574043,0,1,0,0,0
249120988,1,1299,270,6,12.0912144287816,55.6132379582105,2016-06-29 03:29:00,32,30335,6290329,6290328,6290325,6290315,6290300,6290200,402,608,7,19,4,0,601,0,0,0.006655574043,0,1,0,0,0
249120992,1,1300,270,7,12.0912144287816,55.6132379582105,2016-06-29 03:30:00,26,30335,6290330,6290330,6290330,6290330,6290300,6290200,402,608,7,19,4,0,601,0,0,0.006655574043,0,1,0,0,0
249120996,1,1301,270,8,12.0911985761638,55.613238358082,2016-06-29 03:31:00,20,30335,6290331,6290330,6290330,6290330,6290300,6290200,402,608,7,19,4,0,601,0,0,0.006655574043,0,1,0,0,0
182763448,1,1090,196,6,12.0887097718069,55.6137056719033,2016-06-27 00:11:00,9,20972,6270011,6270010,6270010,6270000,6270000,6270000,386,612,10,,95,80,1815,1,0.044077134986,0.052341597796,0.044077134986,0,0,1,0
182763451,1,5502,855,14,12.0887831408626,55.6396676056767,2016-06-30 13:03:00,8,10541,6301303,6301302,6301300,6301300,6301300,6301200,374,901,,,125,110,2089,1,0.052656773575,0.059837242699,0.052656773575,0,0,1,0
182763457,1,5355,1154,1,12.0900758642491,55.6133026334818,2016-07-02 10:01:00,65,16126,7021001,7021000,7021000,7021000,7021000,7021000,395,608,7,19,3,0,123,0,0,0.024390243902,0,1,0,0,0
182763463,1,1542,292,12,12.0775299934383,55.6214398121893,2016-07-01 16:07:00,8,4251,7011607,7011606,7011605,7011600,7011600,7011600,312,695,20,1,25,10,946,0,0.010570824524,0.02642706131,0.010570824524,0,1,0,0
182763471,0,5356,1154,2,12.0900407561684,55.6133050650838,2016-07-02 10:02:49,65,16126,7021002,7021002,7021000,7021000,7021000,7021000,395,609,7,19,3,0,123,0,0,0.024390243902,0,1,0,0,0
182763495,1,1091,196,7,12.0887235068188,55.6136783549998,2016-06-27 00:12:00,8,20972,6270012,6270012,6270010,6270000,6270000,6270000,387,612,10,19,95,80,1815,1,0.044077134986,0.052341597796,0.044077134986,0,0,1,0
182763508,1,5503,855,15,12.0888018307785,55.6397030956395,2016-06-30 13:04:00,7,10541,6301304,6301304,6301300,6301300,6301300,6301200,374,901,,,125,110,2089,1,0.052656773575,0.059837242699,0.052656773575,0,0,1,0
182763521,1,1543,292,13,12.0775134337189,55.621431237797,2016-07-01 16:08:00,9,4251,7011608,7011608,7011605,7011600,7011600,7011600,312,695,20,1,25,10,946,0,0.010570824524,0.02642706131,0.010570824524,0,1,0,0
182763529,1,5357,1155,1,12.0900283062653,55.6133038326495,2016-07-02 10:03:00,65,16126,7021003,7021002,7021000,7021000,7021000,7021000,395,608,7,19,0,0,186,0,0,0,0,1,0,0,0
182763553,1,1092,196,8,12.0887372418123,55.6136510380949,2016-06-27 00:13:00,8,20972,6270013,6270012,6270010,6270000,6270000,6270000,387,612,10,19,95,80,1815,1,0.044077134986,0.052341597796,0.044077134986,0,0,1,0
182763555,1,5504,855,16,12.088804657376,55.6397389852857,2016-06-30 13:05:00,7,10541,6301305,6301304,6301305,6301300,6301300,6301200,374,902,,,125,110,2089,1,0.052656773575,0.059837242699,0.052656773575,0,0,1,0
182763614,1,1544,292,14,12.0774817214618,55.6214320340735,2016-07-01 16:09:00,9,4251,7011609,7011608,7011605,7011600,7011600,7011600,312,695,20,1,25,10,946,0,0.010570824524,0.02642706131,0.010570824524,0,1,0,0
182763669,1,5358,1155,2,12.0900283062653,55.6133038326495,2016-07-02 10:04:00,65,16126,7021004,7021004,7021000,7021000,7021000,7021000,395,608,7,19,0,0,186,0,0,0,0,1,0,0,0
182763677,1,1093,196,9,12.0887668295971,55.6136233216316,2016-06-27 00:14:00,8,20972,6270014,6270014,6270010,6270000,6270000,6270000,387,611,10,,95,80,1815,1,0.044077134986,0.052341597796,0.044077134986,0,0,1,0
182763700,1,5505,855,17,12.0888226406925,55.6397655028329,2016-06-30 13:06:00,7,10541,6301306,6301306,6301305,6301300,6301300,6301200,374,902,,,125,110,2089,1,0.052656773575,0.059837242699,0.052656773575,0,0,1,0
246112928,1,1749,362,10,12.0897254483216,55.6138958347363,2016-06-26 21:01:00,44,26216,6262101,6262100,6262100,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
249121136,1,1407,346,2,12.0803521365744,55.6132687340905,2016-06-27 00:41:00,10,23929,6270041,6270040,6270040,6270030,6270000,6270000,334,605,12,,2,0,150,0,0,0.013333333333,0,1,0,0,0
249121137,0,1408,346,3,12.0803690451604,55.6132646643081,2016-06-27 00:42:16,10,23929,6270042,6270042,6270040,6270030,6270000,6270000,335,605,12,,2,0,150,0,0,0.013333333333,0,1,0,0,0
246112954,1,1750,362,11,12.0897254483216,55.6138958347363,2016-06-26 21:02:00,42,26216,6262102,6262102,6262100,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246112980,1,1751,362,12,12.0897254483216,55.6138958347363,2016-06-26 21:03:00,40,26216,6262103,6262102,6262100,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113007,1,1752,362,13,12.0897261544995,55.613904807178,2016-06-26 21:04:00,38,26216,6262104,6262104,6262100,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113037,1,1753,362,14,12.0897261544995,55.613904807178,2016-06-26 21:05:00,35,26216,6262105,6262104,6262105,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113058,1,1754,362,15,12.0897261544995,55.613904807178,2016-06-26 21:06:00,33,26216,6262106,6262106,6262105,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113086,1,1755,362,16,12.0897261544995,55.613904807178,2016-06-26 21:07:00,31,26216,6262107,6262106,6262105,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113105,1,1756,362,17,12.0897261544995,55.613904807178,2016-06-26 21:08:00,29,26216,6262108,6262108,6262105,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113125,1,1757,362,18,12.0897261544995,55.613904807178,2016-06-26 21:09:00,27,26216,6262109,6262108,6262105,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113147,1,1758,362,19,12.0897427135902,55.6139133799353,2016-06-26 21:10:00,24,26216,6262110,6262110,6262110,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113185,1,1759,362,20,12.0897427135902,55.6139133799353,2016-06-26 21:11:00,22,26216,6262111,6262110,6262110,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113206,1,1760,362,21,12.0897427135902,55.6139133799353,2016-06-26 21:12:00,20,26216,6262112,6262112,6262110,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113232,1,1761,362,22,12.0897427135902,55.6139133799353,2016-06-26 21:13:00,18,26216,6262113,6262112,6262110,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113259,1,1762,362,23,12.0897427135902,55.6139133799353,2016-06-26 21:14:00,16,26216,6262114,6262114,6262110,6262100,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113285,1,1763,362,24,12.0897434197726,55.6139223523769,2016-06-26 21:15:00,13,26216,6262115,6262114,6262115,6262115,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113288,0,1764,362,25,12.0897517481298,55.6139263317839,2016-06-26 21:16:48,10,26216,6262116,6262116,6262115,6262115,6262100,6262000,393,615,10,19,5,0,1507,0,0,0.003317850033,0,1,0,0,0
246113315,1,1765,363,1,12.0897434197726,55.6139223523769,2016-06-26 21:17:00,15,26216,6262117,6262116,6262115,6262115,6262100,6262000,393,615,10,19,6,0,145,0,0,0.041379310344,0,1,0,0,0
207302307,1,2055,319,7,12.0853664176986,55.6166397944576,2016-06-27 18:29:00,37,29870,6271829,6271828,6271825,6271815,6271800,6271800,364,644,39,,13,0,775,0,0,0.016774193548,0,1,0,0,0
207302322,1,3193,562,5,12.0754933951527,55.6173464529961,2016-06-27 13:54:00,16,13948,6271354,6271354,6271350,6271345,6271300,6271200,301,649,13,,8,0,597,0,0,0.013400335008,0,1,0,0,0
249122728,1,1063,139,9,12.0898905756936,55.6133702371303,2016-06-28 09:26:00,11,26307,6280926,6280926,6280925,6280915,6280900,6280800,394,609,7,19,4,0,604,0,0,0.006622516556,0,1,0,0,0
207302328,1,560,80,20,12.0674461995878,55.6233288076978,2016-06-25 16:53:00,7,2733,6251653,6251652,6251650,6251645,6251600,6251600,248,713,32,,10,0,2703,0,0,0.003699593044,0,1,0,0,0
213327692,1,3892,654,6,12.0763172638365,55.6142780969553,2016-07-02 04:38:00,34,8543,7020438,7020438,7020435,7020430,7020400,7020400,308,615,12,,7,0,605,0,0,0.011570247933,0,1,0,0,0
207302332,1,287,59,1,12.0690741213769,55.620375239031,2016-07-02 07:59:00,14,25873,7020759,7020758,7020755,7020745,7020700,7020600,260,681,32,,0,0,285,0,0,0,0,1,0,0,0
213327706,1,2880,592,1,12.0818215740054,55.6107414981709,2016-07-02 09:29:00,9,15773,7020929,7020928,7020925,7020915,7020900,7020800,345,577,12,,0,0,300,0,0,0,0,1,0,0,0
207302345,1,982,183,10,12.06732783487,55.6214078738728,2016-06-30 15:16:00,5,9088,6301516,6301516,6301515,6301515,6301500,6301400,248,692,32,,13,3,915,0,0.003278688524,0.014207650273,0.003278688524,1,0,0,0
246882952,1,2760,500,7,12.0763935230428,55.6154538993786,2016-07-01 08:34:00,26,3187,7010834,7010834,7010830,7010830,7010800,7010800,308,628,12,,14,0,605,0,0,0.023140495867,0,1,0,0,0
246882953,1,5938,383,19,12.0772366272151,55.6203323933417,2016-07-02 22:12:00,48,26235,7022212,7022212,7022210,7022200,7022200,7022200,311,683,20,1,170,75,1995,1,0.037593984962,0.085213032581,0.037593984962,0,0,1,0
