user_id,total_distance,total_duration,stay_distance,stay_duration,linger_distance,linger_duration,walk_distance,walk_duration,run_distance,run_duration,stay %,linger %,walk %,run %,mostcommonactivity
4283,27653,334349,22,142545,302,79389,22664,111588,4665,827,0.426335954,0.23744351,0.333747073,0.002473463,1
4284,13110,78380,22,43078,32,11664,10609,22905,2447,733,0.549604491,0.148813473,0.292230161,0.009351875,1
4285,20567,262803,46,72523,249,40732,18223,149246,2049,302,0.275959559,0.15499062,0.567900671,0.00114915,3
4286,13932,77259,11,27714,143,9690,13687,39835,91,20,0.358715489,0.125422281,0.51560336,0.00025887,3
4287,5504,29786,0,116,0,698,2703,28575,2801,397,0.003894447,0.023433828,0.959343316,0.013328409,3
4288,48082,639291,12,26405,34,15625,32484,595140,15552,2121,0.041303569,0.024441139,0.930937554,0.003317738,3
4289,75008,517823,58,160272,279,64800,60361,290461,14310,2290,0.309511165,0.125139285,0.560927189,0.004422361,3
4290,60803,678592,0,188568,27,80290,38415,406644,22361,3090,0.27788126,0.118318518,0.599246675,0.004553546,3
4291,43792,316671,13,128563,157,47294,28230,138907,15392,1907,0.405982865,0.14934743,0.438647682,0.006022023,3
4292,32553,325143,9,106147,115,45966,16986,170419,15443,2611,0.32646251,0.141371643,0.524135534,0.008030313,3
4293,1376,80537,0,200,0,470,1376,79867,0,0,0.002483331,0.005835827,0.991680842,0,3
4294,5079,11261,17,4385,42,290,5020,6586,0,0,0.389397034,0.025752597,0.584850369,0,3
4295,11780,115504,8,64314,523,6422,9223,44642,2026,126,0.556811885,0.055599806,0.386497437,0.001090871,1
4296,1156,26129,0,1927,0,0,1156,24202,0,0,0.073749474,0,0.926250526,0,3
4297,27893,199989,2,16111,14,39380,15932,142937,11945,1561,0.080559431,0.19691083,0.71472431,0.007805429,3
4298,2501,97765,0,56411,16,16903,2485,24450,0,1,0.577006086,0.172894185,0.2500895,1.02286E-05,1
4299,67470,667257,41,285761,300,67872,46443,310178,20686,3446,0.428262274,0.101717929,0.464855371,0.005164427,3
4300,33372,667823,59,260828,588,88962,30974,317658,1751,375,0.390564566,0.133211944,0.475661964,0.000561526,3
4301,74865,733153,48,113383,451,46838,36166,566888,38200,6044,0.154651212,0.06388571,0.773219233,0.008243845,3
4302,17689,153831,8,66050,27,11308,10790,75158,6864,1315,0.429367293,0.073509241,0.488575125,0.008548342,3
4303,36858,462530,0,174089,127,175857,17422,108860,19309,3724,0.376384235,0.380206689,0.235357707,0.00805137,2
4304,7754,527139,0,599,35,7247,7719,519293,0,0,0.001136323,0.013747797,0.98511588,0,3
4305,24550,524885,20,125399,96,269927,17470,128274,6964,1285,0.23890757,0.514259314,0.244384961,0.002448155,2
4306,24738,282287,98,122524,494,51247,21555,108215,2591,301,0.434040533,0.181542189,0.383350987,0.001066291,1
4307,51570,700738,47,278480,444,77924,43137,343011,7942,1323,0.397409588,0.111202761,0.489499642,0.001888009,3
4308,16462,718200,3,30786,93,18400,15660,668824,706,190,0.042865497,0.025619605,0.931250348,0.00026455,3
4309,17609,527332,4,303184,10,41425,15625,182295,1970,428,0.574939507,0.078555824,0.345693036,0.000811633,1
4310,27128,498044,26,177247,29,33963,24647,286235,2426,599,0.355886227,0.06819277,0.574718298,0.001202705,3
4311,33848,269082,0,32892,1,22894,23657,210439,10190,2857,0.122237831,0.085081871,0.782062717,0.010617581,3
4312,7876,126908,4,40961,49,23414,6385,62080,1438,453,0.32276137,0.184495855,0.489173259,0.003569515,3
4313,11405,427894,0,57938,0,6775,8469,362516,2936,665,0.135402693,0.015833361,0.847209823,0.001554123,3
4314,1729,3317,0,813,4,1591,1725,913,0,0,0.245100995,0.479650286,0.275248719,0,2
4315,31734,684360,0,186404,58,80368,28432,416683,3244,905,0.272377111,0.117435268,0.608865217,0.001322403,3
4316,45545,636295,16,205715,232,95009,36965,334283,8332,1288,0.323301299,0.149315962,0.525358521,0.002024218,3
4317,32921,680879,25,178104,227,105841,27246,395918,5423,1016,0.261579517,0.155447591,0.581480704,0.001492189,3
4318,37515,528455,22,114105,566,51317,31348,361889,5579,1144,0.215921885,0.097107606,0.684805707,0.002164801,3
4319,57371,378370,0,86934,14,37327,28699,249792,28658,4317,0.22975923,0.098652113,0.66017919,0.011409467,3
4320,3531,135835,0,45460,0,3514,3373,86823,158,38,0.33467074,0.025869621,0.639179887,0.000279751,3
4321,32513,288018,0,54003,129,30367,24693,202307,7691,1341,0.187498698,0.105434383,0.70241096,0.004655959,3
4322,3768,199070,3,10561,0,4407,3765,184102,0,0,0.05305169,0.022137941,0.924810368,0,3
4323,4849,190888,0,17286,0,47563,4849,126039,0,0,0.090555719,0.249167051,0.660277231,0,3
4324,16622,411532,0,89575,105,29862,16517,292095,0,0,0.217662296,0.072563008,0.709774696,0,3
4325,62715,631712,50,320836,413,48786,46451,258737,15801,3353,0.507883339,0.077228231,0.409580632,0.005307798,1
4326,82071,672369,55,345873,514,58713,60088,264205,21414,3578,0.514409498,0.087322586,0.392946433,0.005321483,1
4327,22545,572196,6,98981,7,34719,22532,438494,0,2,0.172984432,0.060676761,0.766335312,3.49531E-06,3
4328,60243,453497,35,38029,317,43306,46365,370620,13526,1542,0.083857225,0.095493465,0.817249067,0.003400243,3
4329,19172,465775,4,42065,8,27142,18402,396410,758,158,0.090311846,0.058272771,0.851076163,0.00033922,3
4330,20594,394346,57,183435,108,41001,18124,169465,2305,445,0.465162573,0.103972146,0.42973683,0.001128451,1
4331,29706,372239,7,141951,61,25773,17028,202338,12610,2177,0.381343707,0.069237775,0.543570126,0.005848393,3
4332,48999,613093,6,250820,3,89275,39315,271248,9675,1750,0.409105959,0.145614124,0.442425537,0.002854379,3
4333,29525,345266,28,104343,293,37746,29204,203176,0,1,0.30221047,0.109324405,0.588462229,2.89632E-06,3
4334,49345,687802,21,198984,38,86792,29545,399116,19741,2910,0.289304189,0.126187478,0.580277464,0.004230869,3
4335,34565,668407,27,109559,41,32519,28680,525808,5817,521,0.163910611,0.048651495,0.786658428,0.000779465,3
4336,50525,690130,36,134675,208,52797,39113,501348,11168,1310,0.195144393,0.076502978,0.726454436,0.001898193,3
4337,48145,648693,0,221833,0,62397,42241,363261,5904,1202,0.34196916,0.096188798,0.559989086,0.001852957,3
4338,51380,552982,8,44167,95,27362,24404,477309,26873,4144,0.079870593,0.049480815,0.863154678,0.007493915,3
4339,29806,626500,4,138356,14,46896,23235,440089,6553,1159,0.220839585,0.074853951,0.702456504,0.00184996,3
4340,21220,286180,27,65816,246,74422,20880,145924,67,18,0.229981131,0.260053113,0.509902858,6.28975E-05,3
4341,24344,343540,0,131619,9,61086,22337,150560,1998,275,0.383125691,0.177813355,0.438260465,0.000800489,3
4342,10879,322629,19,27976,18,66991,9025,227467,1817,195,0.086712602,0.207640975,0.705042014,0.000604409,3
4343,10545,13113,0,2423,0,0,4248,9364,6297,1326,0.184778464,0,0.714100511,0.101121025,3
4344,21201,629346,39,127001,263,100899,20813,401421,86,25,0.201798375,0.160323574,0.637838327,3.97238E-05,3
4345,12693,190145,12,104411,117,35110,9712,49869,2852,755,0.549112519,0.184648558,0.262268269,0.003970654,1
4346,1027,93474,0,2072,0,0,1027,91402,0,0,0.022166592,0,0.977833408,0,3
4347,3999,24623,0,2137,69,12161,2196,10174,1734,151,0.086788775,0.493887828,0.413190919,0.006132478,2
4348,2676,57901,6,4336,84,13078,2586,40487,0,0,0.074886444,0.225868292,0.699245263,0,3
4349,31075,562672,12,221034,102,54800,29550,286579,1411,259,0.392829215,0.097392442,0.50931804,0.000460304,3
4350,11567,383410,2,8566,0,4915,8107,369497,3458,432,0.022341619,0.012819175,0.963712475,0.001126731,3
4351,27938,617116,11,353864,144,69489,25274,193358,2509,405,0.573415695,0.112602817,0.31332521,0.000656279,1
4352,16548,260305,0,95908,89,73839,15197,90296,1262,262,0.368444709,0.283663395,0.346885384,0.001006512,1
4353,38192,360549,8,112241,11,31426,22205,215180,15968,1702,0.311305814,0.087161523,0.596812084,0.004720579,3
4354,34302,407141,0,24558,66,29970,26471,351085,7765,1528,0.06031817,0.073610862,0.862317968,0.003753,3
4355,19245,308071,3,100786,119,39413,19103,167868,20,4,0.327151858,0.127934794,0.544900364,1.2984E-05,3
4356,12800,88710,6,29227,114,10705,9950,48464,2730,314,0.329466802,0.120674107,0.546319468,0.003539623,3
4357,24612,238923,25,72138,27,45044,18953,120617,5607,1124,0.30192991,0.188529359,0.504836286,0.004704445,3
4358,8758,128728,0,12281,0,15069,8199,101295,559,83,0.09540271,0.117060779,0.786891741,0.00064477,3
4359,22772,521219,0,51899,7,15792,17027,453034,5738,494,0.099572349,0.030298205,0.869181668,0.000947778,3
4360,16424,674027,17,307351,177,64769,13908,301679,2322,228,0.455992119,0.09609259,0.447577026,0.000338265,1
4361,23524,583884,0,34941,15,18251,20281,530028,3228,664,0.059842366,0.031257921,0.907762501,0.001137212,3
4362,29729,34779,0,14905,0,1376,8613,15754,21116,2744,0.428563213,0.039564105,0.452974496,0.078898186,3
4363,5191,51539,17,6347,101,16197,5073,28995,0,0,0.12314946,0.314266866,0.562583674,0,3
4364,35382,387911,106,148836,347,37884,31886,200979,3043,212,0.383685949,0.097661577,0.518105957,0.000546517,3
4365,14152,206984,0,7827,28,8979,12213,189973,1911,205,0.037814517,0.043380165,0.917814904,0.000990415,3
4366,23184,324488,1,121360,213,47347,21147,155481,1823,300,0.374004586,0.145912946,0.479157935,0.000924533,3
4367,6817,54228,0,9711,39,6399,6778,38118,0,0,0.179077229,0.11800177,0.702921,0,3
4368,13879,115253,0,13846,0,10473,12813,90926,1066,8,0.120135701,0.090869652,0.788925234,6.94125E-05,3
4369,16834,507102,0,12350,31,4378,11916,489789,4887,585,0.024354075,0.008633372,0.96585894,0.001153614,3
4370,7621,496034,0,3462,0,69,7457,492451,164,52,0.00697936,0.000139103,0.992776705,0.000104832,3
4371,54324,610520,189,283709,1232,61765,46249,264181,6654,865,0.464700583,0.101167857,0.432714735,0.001416825,1
4372,60224,611376,15,185483,71,107872,52711,316241,7427,1780,0.303386132,0.176441339,0.517261064,0.002911465,3
4373,4828,695982,0,4062,0,10380,4828,681540,0,0,0.005836358,0.014914179,0.979249463,0,3
4374,76062,470681,5,224691,64,57350,38623,181236,37370,7404,0.477374273,0.121844731,0.385050597,0.015730399,1
4375,32829,159683,0,53748,1,14420,12888,88956,19940,2559,0.336591873,0.090303915,0.557078712,0.016025501,3
4376,15808,269486,3,3945,7,3347,10458,261764,5340,430,0.014638979,0.01241994,0.97134545,0.00159563,3
4377,6057,62201,1,10066,17,6642,6039,45493,0,0,0.161830196,0.106782849,0.731386955,0,3
4378,20868,238790,2,123373,17,44388,18153,70326,2696,703,0.516658989,0.185887181,0.29450982,0.002944009,1
4379,6945,141336,0,42653,9,14570,6936,84112,0,1,0.3017844,0.103087678,0.595120847,7.07534E-06,3
4380,7326,59155,1,5487,26,3269,4841,49960,2458,439,0.092756318,0.055261601,0.844560899,0.007421182,3
4381,41183,529786,11,190330,52,19362,33814,318962,7306,1132,0.359258267,0.036546832,0.60205819,0.002136712,3
4382,32292,688347,92,146998,231,40995,29728,499852,2241,502,0.213552176,0.059555718,0.726162822,0.000729283,3
4383,35025,675317,38,113690,152,39330,27233,521105,7602,1192,0.168350567,0.058239316,0.77164502,0.001765097,3
4384,42338,551429,2,177389,122,52964,36687,319715,5527,1361,0.321689646,0.09604863,0.579793591,0.002468133,3
4385,46965,628782,30,254248,111,111817,32931,260593,13893,2124,0.404349997,0.177831108,0.414440935,0.003377959,3
4386,50729,273979,58,57553,309,36287,35213,177524,15149,2615,0.210063545,0.132444457,0.64794747,0.009544527,3
4387,4144,37737,0,13404,46,5626,4098,18706,0,1,0.355195167,0.149084453,0.495693881,2.64992E-05,3
4388,21609,199429,29,100666,327,40111,18017,58339,3236,313,0.504771122,0.201129224,0.292530174,0.001569481,1
4389,10673,536612,4,54926,4,61819,10665,419867,0,0,0.10235701,0.115202418,0.782440572,0,3
4390,42547,401028,40,156916,501,51341,42006,192771,0,0,0.391284399,0.12802348,0.480692121,0,3
4391,44454,614225,25,162200,306,106916,35189,343815,8934,1294,0.264072612,0.174066507,0.559754162,0.00210672,3
4392,10955,151167,0,144998,0,733,2702,4191,8253,1245,0.959190829,0.004848942,0.027724305,0.008235925,1
4393,31766,690308,0,121894,144,144441,29658,423668,1964,305,0.17657915,0.209241382,0.613737636,0.000441832,3
4394,12279,77332,9,31803,66,8080,9446,37025,2758,424,0.41125278,0.10448456,0.478779807,0.005482853,3
4395,12958,104528,1,7170,4,7405,7907,89036,5046,917,0.068594061,0.070842262,0.851790908,0.008772769,3
4396,100528,794581,0,108704,36,58008,87346,624676,13146,3193,0.136806694,0.073004514,0.786170321,0.00401847,3
4397,41009,626228,7,70392,19,40366,38162,515048,2821,422,0.112406344,0.064458951,0.822460829,0.000673876,3
4398,42088,661205,0,209726,169,92356,39757,358861,2162,262,0.317187559,0.139678315,0.54273788,0.000396246,3
4399,69454,788817,8,214466,139,99376,42459,471200,26848,3775,0.271883086,0.125981058,0.597350209,0.004785647,3
4400,76098,638251,10,234134,46,82670,41951,314277,34091,7170,0.366836871,0.129525845,0.492403459,0.011233825,3
4401,24527,339480,41,148717,207,27346,24212,163400,67,17,0.438072935,0.08055261,0.481324378,5.00766E-05,3
4402,3900,44117,0,9567,0,7452,3900,27097,0,1,0.216855181,0.168914477,0.614207675,2.2667E-05,3
4403,2480,145800,0,47957,37,15010,2443,82833,0,0,0.328923182,0.102949246,0.568127572,0,3
4404,6025,51369,0,21413,57,19629,5968,10326,0,1,0.416846736,0.38211762,0.201016177,1.9467E-05,1
4405,1629,99471,0,750,0,49066,1629,49655,0,0,0.007539886,0.493269395,0.499190719,0,3
4406,30257,376845,23,43055,65,30642,19526,301318,10643,1830,0.114251217,0.081311945,0.799580729,0.004856108,3
4407,35628,707156,36,368790,487,144759,33638,193165,1467,442,0.521511519,0.204705892,0.273157549,0.000625039,1
4408,65718,669206,74,332174,472,114474,61959,221931,3213,627,0.496370325,0.171059435,0.331633309,0.000936931,1
4409,9715,255646,0,139646,0,58626,9615,57345,100,29,0.546247545,0.229324926,0.224314091,0.000113438,1
4410,110462,570547,11,45480,75,20408,56572,496405,53804,8254,0.079712977,0.035769183,0.870051021,0.014466819,3
4411,19400,332822,10,8775,66,10940,16441,312519,2883,588,0.026365445,0.032870423,0.938997422,0.00176671,3
4412,15372,267444,0,58739,15,23901,15094,184775,263,29,0.219631026,0.089368242,0.690892299,0.000108434,3
4413,1980,21477,0,11274,0,3406,1599,6724,381,73,0.52493365,0.158588257,0.313079108,0.003398985,1
4414,57022,529216,8,186474,41,89084,43690,250876,13283,2782,0.352358961,0.168332023,0.474052183,0.005256833,3
4415,45477,509137,6,172639,59,72462,27949,261895,17463,2141,0.339081622,0.142323186,0.514390036,0.004205155,3
4416,46609,568522,24,247671,75,55581,37835,263914,8675,1356,0.435640134,0.097764027,0.464210708,0.002385132,3
4417,36210,584223,55,105229,396,44393,35692,434585,67,16,0.180117866,0.075986396,0.743868352,2.73868E-05,3
4418,60784,610883,25,159405,29,42814,42318,405439,18412,3225,0.260941948,0.070085434,0.663693375,0.005279243,3
4419,65428,689875,0,220165,189,89680,51220,377552,14019,2478,0.319137525,0.129994564,0.547275956,0.003591955,3
4420,18218,576285,0,164388,0,25657,16991,386084,1227,156,0.285254692,0.044521374,0.669953235,0.000270699,3
4421,7576,195711,1,17875,5,7983,7570,169853,0,0,0.09133365,0.040789736,0.867876614,0,3
4422,6840,89511,0,3010,0,2826,6840,83675,0,0,0.033627152,0.031571539,0.934801309,0,3
4423,67325,564190,131,278895,947,79754,62299,205094,3948,447,0.494328152,0.14136018,0.363519382,0.000792286,1
4424,16775,477764,7,234866,66,23761,16702,219136,0,1,0.491594176,0.04973376,0.458669971,2.09308E-06,1
4425,24207,590441,48,147406,188,31577,20169,410453,3802,1005,0.249654072,0.053480365,0.695163446,0.001702118,3
4426,17168,569917,28,78784,40,5828,16769,485251,331,54,0.138237673,0.01022605,0.851441526,9.47506E-05,3
4427,64534,530962,10,180480,70,72973,47813,275577,16641,1932,0.339911331,0.137435447,0.519014543,0.003638678,3
4428,58959,552101,0,89433,19,34548,35019,423665,23921,4455,0.161986665,0.062575507,0.767368652,0.008069176,3
4429,1042,111084,0,629,0,0,1042,110455,0,0,0.005662382,0,0.994337618,0,3
4430,12802,183857,2,29452,44,55891,12756,98514,0,0,0.160189713,0.303991689,0.535818598,0,3
4431,15776,224856,3,35903,54,48731,14701,140039,1018,183,0.159671078,0.216720924,0.622794144,0.000813854,3
4432,29677,622165,89,314578,224,101112,29364,206472,0,3,0.505618285,0.162516374,0.331860519,4.82187E-06,1
4433,57905,485968,14,155777,306,78238,40418,249625,17167,2328,0.320549913,0.16099414,0.513665509,0.004790439,3
4434,32491,487663,78,254652,171,29885,28360,202837,3882,289,0.522188479,0.061282074,0.415936825,0.000592622,1
4435,39551,694672,26,136740,183,41979,20680,513760,18662,2193,0.196841099,0.060429958,0.739572057,0.003156886,3
4436,6162,286938,0,1828,0,29353,6162,255757,0,0,0.006370714,0.10229736,0.891331925,0,3
4437,10276,277961,0,4497,0,6547,8079,266328,2197,589,0.016178529,0.023553664,0.958148805,0.002119002,3
4438,34865,494672,26,199695,229,71234,29983,222978,4627,765,0.403691739,0.144002491,0.450759291,0.001546479,3
4439,47011,726682,5,132460,105,74898,39538,518054,7363,1270,0.182280557,0.103068467,0.712903306,0.00174767,3
4440,13778,740601,5,529614,158,31585,12482,179199,1133,203,0.715113806,0.042647796,0.241964297,0.000274102,1
4441,40712,512485,45,248901,382,69625,38102,193406,2183,553,0.485674703,0.135857635,0.377388606,0.001079056,1
4442,238,9030,0,5452,0,788,238,2790,0,0,0.603765227,0.087264673,0.3089701,0,1
4443,39204,468002,0,132703,29,63937,33320,270648,5855,714,0.283552207,0.136616938,0.578305221,0.001525635,3
4444,31112,381134,2,30564,0,13167,22835,336316,8275,1087,0.080192268,0.034546905,0.882408812,0.002852015,3
4445,62946,372341,10,197928,20,33683,23218,133733,39698,6997,0.531577237,0.090462775,0.359168074,0.018791914,1
4446,47777,362698,18,100543,115,44485,25290,213869,22354,3801,0.277208587,0.122650249,0.589661371,0.010479793,3
4447,37033,266026,11,46225,423,23104,33951,196413,2648,284,0.173761211,0.086848654,0.73832257,0.001067565,3
4448,12538,207258,7,100443,70,19928,11225,86667,1236,220,0.484627855,0.096150691,0.418159975,0.001061479,1
4449,8793,112111,9,28930,350,9279,8434,73902,0,0,0.258047828,0.082766187,0.659185985,0,3
4450,47693,617293,6,175478,167,73059,40048,366994,7472,1762,0.284270193,0.118353845,0.594521564,0.002854398,3
4451,71564,610407,3,158949,155,98025,58043,350961,13363,2472,0.26039839,0.160589574,0.574962279,0.004049757,3
4452,39738,537982,36,279128,282,63334,39166,195506,254,14,0.518842638,0.117725128,0.363406211,2.60232E-05,1
4453,40495,452872,0,16229,0,36090,21065,397197,19430,3356,0.035835733,0.079691392,0.877062393,0.007410482,3
4454,51415,330755,2,174304,27,55637,28753,97495,22633,3319,0.526988254,0.168212121,0.294765007,0.010034618,1
4455,33491,610979,0,141979,2,65005,21679,401977,11810,2018,0.232379509,0.106394819,0.657922776,0.003302896,3
4456,753,255421,0,3,0,0,753,255418,0,0,1.17453E-05,0,0.999988255,0,3
4457,40110,296499,13,88611,108,23786,20249,180646,19740,3456,0.298857669,0.080222868,0.609263438,0.011656026,3
4458,12201,362282,0,14639,99,172649,7843,174238,4259,756,0.040407749,0.476559697,0.480945783,0.002086772,3
4459,29045,238440,17,64675,54,48813,25981,124669,2993,283,0.271242241,0.204718168,0.522852709,0.001186881,3
4460,3122,53138,0,175,25,790,3097,52173,0,0,0.003293312,0.01486695,0.981839738,0,3
4461,6124,54898,8,14696,0,5543,6116,34659,0,0,0.267696455,0.10096907,0.631334475,0,3
4462,22691,726416,48,101765,26,146718,20344,477472,2273,461,0.140091903,0.201975177,0.657298297,0.000634623,3
4463,10911,608846,49,138647,122,132306,10740,337893,0,0,0.227720967,0.217306183,0.55497285,0,3
4464,58956,604758,48,121308,108,102912,55599,379976,3201,562,0.200589327,0.170170548,0.628310828,0.000929297,3
4465,36077,671756,59,378236,426,125221,30539,167602,5053,697,0.563055633,0.186408458,0.24949833,0.001037579,1
4466,3957,422969,0,3885,8,38,3949,419046,0,0,0.00918507,8.98411E-05,0.990725089,0,3
4467,33353,436797,38,76390,184,44117,31751,316129,1380,161,0.174886732,0.101001152,0.723743524,0.000368592,3
4468,1102,6309,0,3607,0,0,1102,2702,0,0,0.571722935,0,0.428277065,0,1
4469,37491,659255,52,291706,448,71067,36991,296482,0,0,0.442478252,0.107798955,0.449722793,0,3
4470,12130,28387,2,3663,2,4620,11889,20026,237,78,0.12903794,0.162750555,0.705463769,0.002747737,3
4471,59226,687118,20,93485,56,31241,53572,560627,5578,1765,0.136053778,0.045466718,0.815910804,0.0025687,3
4472,2050,795,0,0,0,0,587,486,1463,309,0,0,0.611320755,0.388679245,3
4473,7500,345492,2,27092,94,190851,7404,127549,0,0,0.078415709,0.552403529,0.369180763,0,2
4474,35269,436841,46,121632,289,22182,25203,291824,9731,1203,0.278435403,0.050778201,0.668032534,0.002753862,3
4475,12285,112734,3,53593,81,10818,7217,47536,4984,787,0.475393404,0.095960402,0.421665159,0.006981035,1
4476,825,164186,0,311,0,0,825,163875,0,0,0.001894193,0,0.998105807,0,3
4477,24637,424480,0,99647,48,35322,24589,289511,0,0,0.234750754,0.083212401,0.682036845,0,3
4478,893,4333,0,729,0,0,893,3604,0,0,0.168243711,0,0.831756289,0,3
4479,52779,287638,104,109001,517,100323,18419,74315,33739,3999,0.378952016,0.34878215,0.258362942,0.013902892,1
4480,11879,277984,2,26317,0,16163,11213,235383,664,121,0.094670916,0.058143634,0.846750173,0.000435277,3
4481,27065,269998,13,116539,64,32639,19960,119686,7028,1134,0.431629123,0.120886081,0.443284765,0.004200031,3
4482,19856,601654,12,115904,171,25379,17917,459953,1756,418,0.192642283,0.042182051,0.764480914,0.000694751,3
4483,34986,656672,109,113774,291,47436,22408,494918,12178,544,0.173258491,0.072236977,0.753676112,0.00082842,3
4484,49002,657114,49,257701,559,93395,46421,305625,1973,393,0.392170917,0.142129067,0.465101946,0.00059807,3
4485,111367,632166,2,20221,260,47422,39275,555759,71830,8764,0.031986852,0.075015107,0.879134594,0.013863447,3
4486,48580,669220,89,233974,399,77977,47194,357073,898,196,0.349621948,0.116519231,0.533565942,0.000292878,3
4487,29574,411367,0,140776,32,54624,29542,215964,0,3,0.342215102,0.132786539,0.524991066,7.29276E-06,3
4488,42659,537135,69,195496,862,47569,30796,292397,10932,1673,0.363960643,0.088560604,0.54436408,0.003114673,3
4489,6523,44711,0,16469,0,6265,3462,21612,3061,365,0.368343361,0.140122118,0.483370983,0.008163539,3
4490,8741,30223,1,4997,26,2599,8714,22627,0,0,0.165337657,0.08599411,0.748668233,0,3
4491,112329,608493,23,265513,143,66132,66551,269426,45612,7422,0.4363452,0.108681612,0.442775841,0.012197347,3
4492,109837,584511,30,185106,254,49936,102758,348020,6795,1449,0.316685229,0.085432096,0.595403679,0.002478995,3
4493,38816,699239,12,207266,153,87160,35371,404140,3280,673,0.296416533,0.124649798,0.577971194,0.000962475,3
4494,75266,704670,7,103273,130,39393,48293,558232,26836,3772,0.146555125,0.055902763,0.792189252,0.00535286,3
4495,8943,604408,8,11808,0,534,7291,591602,1644,464,0.019536472,0.000883509,0.978812325,0.000767693,3
4496,13280,343948,4,74124,97,73374,8540,195739,4639,711,0.215509321,0.213328759,0.569094747,0.002067173,3
4497,63569,338076,7,45754,96,32283,29809,253536,33657,6503,0.135336433,0.095490363,0.749937884,0.01923532,3
4498,2581,15622,0,6618,15,2830,2467,6157,99,17,0.423633338,0.181154782,0.394123672,0.001088209,1
4499,423,2853,0,457,5,918,418,1478,0,0,0.160182264,0.321766562,0.518051174,0,3
4500,38240,588130,7,129997,118,21952,15985,432904,22130,3277,0.221034465,0.037325081,0.736068556,0.005571897,3
4501,82770,697407,87,207992,675,66610,70888,419916,11120,2889,0.298236181,0.095510943,0.602110389,0.004142488,3
4502,35641,667735,81,257474,544,80138,35016,330121,0,2,0.385593087,0.120014676,0.494389241,2.9952E-06,3
4503,6500,519854,0,53430,35,107,6465,466317,0,0,0.102778857,0.000205827,0.897015316,0,3
4504,24450,293856,1,44603,62,17596,17906,230896,6481,761,0.151785228,0.059879669,0.785745399,0.002589704,3
4505,49333,331036,3,127379,37,37836,25522,162476,23771,3345,0.384788966,0.114295726,0.490810667,0.010104641,3
4506,17923,294205,44,171425,340,39555,15888,82868,1651,357,0.582671946,0.134447069,0.281667545,0.00121344,1
4507,10506,243443,0,154466,4,31653,9838,57206,664,118,0.634505819,0.130022223,0.234987245,0.000484713,1
4508,6570,84007,17,48823,147,21237,6406,13947,0,0,0.581177759,0.252800362,0.166021879,0,1
4509,6354,27026,0,13844,5,4680,2345,7901,4004,601,0.512247465,0.17316658,0.292348109,0.022237845,1
4510,46930,648935,0,171357,57,203637,33871,271908,13002,2033,0.264058804,0.313801845,0.419006526,0.003132825,3
4511,37120,655253,46,57683,8,23374,36186,573985,880,211,0.088031646,0.035671718,0.875974624,0.000322013,3
4512,16371,506060,27,47651,149,53577,16162,404829,33,3,0.094160771,0.105870845,0.799962455,5.92815E-06,3
4513,49653,654234,65,154216,641,89295,43472,409490,5475,1233,0.235719941,0.136487862,0.62590755,0.001884647,3
4514,43303,643109,21,132609,313,54427,30738,453905,12231,2168,0.206199882,0.084631066,0.705797929,0.003371124,3
4515,20894,479392,3,153051,0,68229,20316,257979,575,133,0.319260647,0.142324027,0.538137891,0.000277435,3
4516,14104,202525,4,71439,90,20903,13998,110181,12,2,0.352741637,0.103211949,0.544036539,9.87532E-06,3
4517,6298,46308,0,9634,12,10902,6076,25749,210,23,0.208041807,0.235423685,0.556037834,0.000496674,3
4518,70716,669685,19,249589,17,84125,42739,332022,27941,3949,0.372696118,0.125618761,0.495788318,0.005896802,3
4519,46839,459819,57,201158,312,79501,42920,178813,3550,347,0.437472136,0.172896292,0.388876928,0.000754645,1
4520,9578,226381,0,19743,18,15789,9560,190847,0,2,0.087211383,0.069745252,0.84303453,8.83466E-06,3
4521,15713,452348,0,25755,0,5136,8458,420023,7255,1434,0.056936253,0.01135409,0.928539532,0.003170126,3
4522,21778,273490,19,78837,141,44287,14716,148754,6902,1612,0.288262825,0.161932795,0.543910198,0.005894183,3
4523,26999,263643,40,150228,203,38760,24982,74221,1774,434,0.569816001,0.147016989,0.281520844,0.001646165,1
4524,56694,677384,41,347458,411,118015,39143,208234,17099,3677,0.512940961,0.174221712,0.307409091,0.005428236,1
4525,34530,501861,25,45983,104,10857,25037,443672,9364,1349,0.091624972,0.02163348,0.884053553,0.002687995,3
4526,15797,612699,3,250950,190,136837,13178,224592,2426,320,0.409581214,0.223334786,0.366561721,0.000522279,1
4527,56276,689769,24,265500,64,119417,41610,302422,14578,2430,0.38491147,0.173126076,0.438439536,0.003522919,3
4528,27620,697776,0,257073,104,103926,27279,336705,237,72,0.368417658,0.148938914,0.482540242,0.000103185,3
4529,71822,681588,15,274177,688,111394,68441,295511,2678,506,0.40226207,0.163433042,0.433562504,0.000742384,3
4530,25265,349368,31,226719,249,37492,24985,85157,0,0,0.648940372,0.107313778,0.24374585,0,1
4531,7128,53887,25,31154,91,5901,5472,16716,1540,116,0.578135728,0.109506931,0.310204688,0.002152653,1
4532,8869,51136,0,13531,8,4417,6575,32584,2286,604,0.264608104,0.086377503,0.637202753,0.01181164,3
4533,52587,677673,36,195374,235,66956,46162,414153,6154,1190,0.28830129,0.098802815,0.611139886,0.001756009,3
